employee_id,rating,year,fullname,nip,company_id,area_id,position_id,department_id,division_id,directorate_id,grade_id,education_id,major_id,years_of_service_months,pauli,faxtor,disc,disc_word,mbti,iq,gtq,tiki,Commercial Savvy & Impact,Curiosity & Experimentation,Forward Thinking & Clarity,Growth Drive & Resilience,Insight & Decision Sharpness,"Lead, Inspire & Empower",Quality Delivery Discipline,Social Empathy & Awareness,Synergy & Team Orientation,Value Creation for Users,papi_score,rank,is_top
EMP100633,4.0,2025,Dewi Setiawan,932462,1,4,5,3,4,1,3,4,2,54,83,92,DC,Dominant-Conscientious,INTP,110.0,20.0,9,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.2105263157894735,7.5,0
EMP100634,3.0,2025,Nugroho Pratama,340616,3,1,1,5,3,2,2,1,3,55,52,71,CD,Conscientious-Dominant,ENTP,117.0,28.0,5,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.2777777777777777,7.5,0
EMP100635,4.0,2025,Umar Dharma Fauziah,809242,1,1,4,5,1,3,2,1,4,19,64,62,SD,Steadiness-Dominant,INTP,133.0,17.0,1,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.5625,7.5,0
EMP100636,3.0,2025,Rama Aji Wibowo,416363,2,2,3,2,1,3,3,1,6,76,24,49,IS,Influencer-Steadiness,ENFJ,80.0,34.0,3,3.0,4.0,,3.0,3.0,3.0,,3.0,3.0,3.0,5.0625,7.5,0
EMP100637,5.0,2025,Rani Adi Simanjuntak,701057,3,2,4,6,1,1,3,3,4,52,31,26,SI,Steadiness-Influencer,ISTP,105.0,22.0,10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.7368421052631575,7.5,1
EMP100638,4.0,2025,Budi Yudhistira Permadi,264996,2,1,3,4,5,1,3,1,2,64,47,47,ID,Influencer-Dominant,ISFP,,,1,4.0,4.0,3.0,,3.0,3.0,4.0,3.0,4.0,5.0,5.823529411764706,7.5,0
EMP100639,5.0,2025,Iman Pratama,299914,2,2,5,2,4,2,2,3,1,54,94,52,DC,Dominant-Conscientious,INFP,138.0,27.0,1,5.0,5.0,5.0,4.0,,5.0,5.0,5.0,5.0,5.0,5.1875,7.5,1
EMP100640,3.0,2025,Dewi Yudhistira Putra,180730,2,1,5,5,4,2,2,1,3,7,80,47,DI,Dominant-Influencer,ESTJ,135.0,23.0,8,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,5.0588235294117645,7.5,0
EMP100641,3.0,2025,Julia Simanjuntak,446470,2,3,4,4,4,2,2,3,1,70,37,100,IS,Influencer-Steadiness,enfp,,,10,4.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,,3.0,5.647058823529412,7.5,0
EMP100642,3.0,2025,Umar Halim Pradana,851298,3,4,6,6,2,1,1,2,1,69,31,67,SC,Steadiness-Conscientious,ENFJ,106.0,39.0,5,3.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,6.5,7.5,0
EMP100643,4.0,2025,Dewi Yulianto,762480,4,4,3,3,5,2,1,2,5,64,87,45,ID,Influencer-Dominant,ISFJ,135.0,18.0,1,5.0,3.0,3.0,4.0,,,3.0,4.0,,5.0,5.117647058823529,7.5,0
EMP100644,3.0,2025,Ayunda Hartanto,178777,2,2,3,3,3,3,1,4,2,69,49,87,DI,Dominant-Influencer,ESFJ,98.0,36.0,7,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,5.5,7.5,0
EMP100645,5.0,2025,Yoga Iqbal Santoso,928180,1,1,5,5,4,3,2,4,5,26,37,66,SI,Steadiness-Influencer,ISFP,82.0,37.0,1,5.0,5.0,5.0,5.0,,,4.0,5.0,5.0,,4.6,7.5,1
EMP100646,4.0,2025,Oktavia Ananda,994852,4,2,5,3,3,1,1,3,2,62,67,29,DC,Dominant-Conscientious,INFJ,126.0,37.0,10,4.0,,4.0,4.0,3.0,5.0,4.0,,4.0,4.0,5.45,7.5,0
EMP100647,,2025,Vania Ganesha Ananda,989531,3,4,2,5,2,2,1,2,6,82,69,93,CD,Conscientious-Dominant,ISTJ,117.0,17.0,3,3.0,3.0,,2.0,4.0,3.0,3.0,3.0,2.0,3.0,5.052631578947368,7.5,0
EMP100648,4.0,2025,Sari Mahardika Firmansyah,573542,1,2,3,4,5,2,1,2,4,72,88,44,,Steadiness-Influencer,,,,6,4.0,0.0,3.0,3.0,4.0,5.0,,4.0,4.0,4.0,4.684210526315789,7.5,0
EMP100649,5.0,2025,Wahyu Dharma Handayani,181669,2,1,1,1,4,2,2,2,6,48,24,80,ID,Influencer-Dominant,ISFJ,99.0,26.0,7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.8421052631578947,7.5,1
EMP100650,5.0,2025,Rifqi Kurniawan,965520,1,4,2,4,5,3,2,3,3,23,85,79,DI,Dominant-Influencer,ESTP,,,6,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.631578947368421,7.5,1
EMP100651,3.0,2025,Novi Pamungkas,926032,3,1,1,3,5,2,3,4,3,56,56,79,SC,Steadiness-Conscientious,ESTP,117.0,28.0,10,4.0,3.0,2.0,,3.0,3.0,4.0,4.0,2.0,3.0,4.421052631578948,7.5,0
EMP100652,5.0,2025,Eko Mahardika Lukman,840203,3,4,6,3,1,2,1,4,4,58,60,64,DS,Dominant-Steadiness,INTJ,122.0,22.0,2,4.0,5.0,5.0,,4.0,5.0,5.0,5.0,5.0,5.0,4.65,7.5,1
EMP100653,,2025,Intan Pratama,581062,1,1,4,6,5,1,2,3,5,0,58,72,DS,Dominant-Steadiness,ISTJ,111.0,26.0,2,2.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,6.111111111111111,7.5,0
EMP100654,4.0,2025,Prasetyo Hidayat,821489,3,4,5,5,3,3,1,1,6,29,44,28,CD,Conscientious-Dominant,ESTP,,15.0,1,4.0,3.0,,4.0,4.0,4.0,3.0,3.0,4.0,3.0,5.176470588235294,7.5,0
EMP100655,3.0,2025,Novi Lestari,704863,4,2,5,4,2,1,3,2,2,88,53,69,,Dominant-Conscientious,ENFJ,,,9,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,4.833333333333333,7.5,0
EMP100656,4.0,2025,Joko Herlambang,405944,2,4,5,3,3,1,1,1,6,92,76,61,IS,Influencer-Steadiness,INFJ,96.0,22.0,6,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.529411764705882,7.5,0
EMP100657,3.0,2025,Rendra Anugrah Maulida,664536,1,2,4,1,2,1,3,1,4,76,54,66,IS,Influencer-Steadiness,ISFJ,84.0,27.0,7,2.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.9,7.5,0
EMP100658,1.0,2025,Nurlita Jatmiko Salsabila,604659,2,1,1,6,4,2,1,4,6,149,45,84,SD,Steadiness-Dominant,ESFP,109.0,28.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.526315789473684,7.5,0
EMP100659,3.0,2025,Bella Utami,693802,3,4,4,2,3,3,2,4,6,26,34,74,IC,Influencer-Conscientious,ISFJ,133.0,33.0,10,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,6.05,7.5,0
EMP100660,1.0,2025,Anisa Putra,254748,2,1,6,6,1,2,2,2,1,36,58,37,ID,Influencer-Dominant,ENFP,126.0,35.0,9,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,5.388888888888889,7.5,0
EMP100661,4.0,2025,Budi Siregar,148430,2,3,3,5,2,3,3,4,6,69,57,26,DC,Dominant-Conscientious,INFP,103.0,20.0,6,3.0,,5.0,4.0,3.0,4.0,,5.0,4.0,4.0,5.85,7.5,0
EMP100662,4.0,2025,Utami Pratama,461079,4,4,1,3,5,3,1,2,2,67,87,93,CI,Conscientious-Influencer,ENTP,119.0,33.0,6,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.2631578947368425,7.5,0
EMP100663,5.0,2025,Rifqi Jatmiko Indrawan,654291,2,2,3,5,3,2,1,4,3,55,23,52,IS,Influencer-Steadiness,ENTJ,123.0,32.0,8,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.75,7.5,1
EMP100664,3.0,2025,Zaki Rachman Putra,577970,4,3,5,2,4,1,1,2,6,19,59,24,SD,Steadiness-Dominant,ENFP,101.0,34.0,2,4.0,2.0,,3.0,3.0,2.0,2.0,2.0,3.0,3.0,5.65,7.5,0
EMP100665,3.0,2025,Rendra Ridwan,418258,3,2,5,2,2,3,3,3,3,42,41,55,DS,Dominant-Steadiness,ESFP,102.0,30.0,8,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.882352941176471,7.5,0
EMP100666,4.0,2025,Evi Sinaga,272544,3,2,6,1,1,3,1,2,1,36,48,26,SI,Steadiness-Influencer,ENFJ,118.0,24.0,4,4.0,4.0,5.0,,4.0,,4.0,4.0,4.0,4.0,4.388888888888889,7.5,0
EMP100667,2.0,2025,Rifqi Handayani,921140,4,2,5,6,1,1,3,1,2,109,83,50,IS,Influencer-Steadiness,ISTJ,93.0,19.0,3,3.0,3.0,2.0,1.0,2.0,3.0,2.0,,2.0,2.0,5.277777777777778,7.5,0
EMP100668,,2025,Luthfi Yudhistira Rohman,255953,1,1,2,1,4,2,3,1,6,20,43,23,SD,Steadiness-Dominant,ENTP,137.0,23.0,1,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.1,7.5,0
EMP100669,1.0,2025,Adi Suharto,916342,3,1,4,3,1,2,1,2,2,79,79,60,DI,Dominant-Influencer,ESFP,96.0,35.0,5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,2.0,5.166666666666667,7.5,0
EMP100670,3.0,2025,Rama Tamba,263555,2,1,3,4,3,3,2,4,6,70,34,98,,Steadiness-Dominant,ISTP,,,5,3.0,3.0,3.0,4.0,3.0,4.0,3.0,0.0,3.0,3.0,4.666666666666667,7.5,0
EMP100671,2.0,2025,Fajar Baskara Rohman,353393,1,1,2,2,4,2,3,2,2,82,54,91,CI,Conscientious-Influencer,ISTJ,111.0,29.0,3,,1.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,4.611111111111111,7.5,0
EMP100672,1.0,2025,Rani Ridwan,660871,3,1,4,3,3,2,3,2,6,76,89,61,CI,Conscientious-Influencer,ISFJ,114.0,31.0,9,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.05,7.5,0
EMP100673,3.0,2025,Citra Siregar,621920,2,2,4,2,4,3,1,1,4,18,50,37,SD,Steadiness-Dominant,INTJ,107.0,22.0,6,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.2631578947368425,7.5,0
EMP100674,2.0,2025,Valdo Handayani,643626,2,3,6,5,5,1,2,4,6,31,54,91,CI,Conscientious-Influencer,INTJ,,26.0,3,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,4.7894736842105265,7.5,0
EMP100675,1.0,2025,Fajar Permadi,732697,2,3,4,3,3,3,2,4,6,63,44,93,SC,Steadiness-Conscientious,ESTJ,134.0,25.0,4,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,5.947368421052632,7.5,0
EMP100676,1.0,2025,Rifqi Simanjuntak,471025,3,3,3,5,1,2,2,3,2,54,73,95,SD,Steadiness-Dominant,ISFP,81.0,32.0,6,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.473684210526316,7.5,0
EMP100677,1.0,2025,Rani Halim Saputra,199272,3,3,1,3,1,1,1,4,5,13,72,84,CD,Conscientious-Dominant,ISFJ,135.0,32.0,4,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.15,7.5,0
EMP100678,4.0,2025,Julia Jatmiko Nugroho,822401,2,1,2,4,5,1,2,3,3,80,35,62,DC,Dominant-Conscientious,ENTP,,,9,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.1,7.5,0
EMP100679,2.0,2025,Gita Sinaga,507462,3,4,4,2,3,1,2,2,3,39,62,86,CS,Conscientious-Steadiness,ENTJ,,31.0,9,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.411764705882353,7.5,0
EMP100680,4.0,2025,Nugroho Ramadhan,877201,4,3,1,5,3,1,1,2,5,47,82,99,SI,Steadiness-Influencer,ESTJ,106.0,28.0,2,5.0,3.0,4.0,4.0,,4.0,5.0,4.0,4.0,4.0,4.7368421052631575,7.5,0
EMP100681,,2025,Kurnia Simanjuntak,734848,1,4,4,6,3,2,3,1,3,28,41,28,ID,Influencer-Dominant,ISFJ,96.0,23.0,8,3.0,5.0,4.0,,4.0,4.0,4.0,4.0,,5.0,5.25,7.5,0
EMP100682,2.0,2025,Tania Zulfikar,293915,1,4,3,3,2,1,2,1,3,39,70,89,CS,Conscientious-Steadiness,ESTP,,27.0,3,,2.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,4.222222222222222,7.5,0
EMP100683,2.0,2025,Rani Qolbi Nugroho,638316,1,4,2,6,2,2,2,3,2,50,88,45,CS,Conscientious-Steadiness,ESTJ,128.0,28.0,10,2.0,3.0,1.0,3.0,2.0,,3.0,2.0,2.0,1.0,4.45,7.5,0
EMP100684,5.0,2025,Dian Rahmawati,552672,2,4,6,4,3,1,1,3,5,125,92,20,ID,Influencer-Dominant,ENTP,,,7,,5.0,5.0,4.0,,5.0,5.0,99.0,5.0,4.0,5.842105263157895,7.5,1
EMP100685,3.0,2025,Budi Wijaya Wijaya,957704,2,3,6,4,2,1,1,2,4,73,57,59,SC,Steadiness-Conscientious,,,,4,2.0,2.0,4.0,4.0,3.0,2.0,3.0,,3.0,2.0,4.6,7.5,0
EMP100686,2.0,2025,Satya Utami,518513,2,3,3,6,2,2,1,2,6,56,60,50,DC,Dominant-Conscientious,ESTJ,92.0,22.0,1,1.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,,4.222222222222222,7.5,0
EMP100687,4.0,2025,Gita Erlangga Herlambang,249746,2,2,2,5,4,3,1,2,4,36,82,58,SC,Steadiness-Conscientious,ISFP,92.0,25.0,5,5.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,5.157894736842105,7.5,0
EMP100688,4.0,2025,Adit Iqbal Kurniawan,441262,3,4,4,1,2,2,3,1,3,40,61,82,SD,Steadiness-Dominant,ESTJ,131.0,41.0,7,3.0,4.0,4.0,4.0,5.0,3.0,4.0,,4.0,4.0,5.0,7.5,0
EMP100689,3.0,2025,Evi Zulfikar,465532,4,3,4,1,1,2,1,2,1,10,23,74,CD,Conscientious-Dominant,ESTJ,138.0,19.0,10,4.0,3.0,,4.0,3.0,99.0,3.0,4.0,3.0,3.0,4.222222222222222,7.5,0
EMP100690,3.0,2025,Dian Tri Zulfikar,954330,1,2,5,5,3,3,1,3,2,93,85,77,CD,Conscientious-Dominant,ENTJ,,24.0,10,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,5.117647058823529,7.5,0
EMP100691,2.0,2025,Dian Utama Hasibuan,760968,2,2,6,4,4,3,2,2,3,38,85,38,SC,Steadiness-Conscientious,INTP,,,2,1.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,5.111111111111111,7.5,0
EMP100692,2.0,2025,Lestari Halim Purnama,675109,3,2,1,5,4,3,2,2,6,35,40,35,SI,Steadiness-Influencer,INFP,136.0,32.0,5,2.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0,3.0,2.0,5.133333333333334,7.5,0
EMP100693,3.0,2025,Hadi Pramudita Zulfikar,702997,3,3,3,2,3,2,2,2,2,39,49,38,CS,Conscientious-Steadiness,ENFP,130.0,22.0,3,2.0,3.0,3.0,,4.0,2.0,,3.0,3.0,2.0,4.315789473684211,7.5,0
EMP100694,3.0,2025,Julia Hartanto,655096,3,1,1,5,4,2,2,3,2,48,97,60,CI,Conscientious-Influencer,ESTP,116.0,43.0,2,2.0,3.0,3.0,3.0,3.0,3.0,2.0,,2.0,3.0,5.611111111111111,7.5,0
EMP100695,4.0,2025,Joko Erlangga Subekti,141046,2,4,2,6,5,1,1,1,2,4,50,21,CS,Conscientious-Steadiness,ESFJ,86.0,26.0,10,99.0,,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.9,7.5,0
EMP100696,2.0,2025,Adi Halim Ananda,996098,1,4,1,4,5,3,3,3,3,80,57,72,IC,Influencer-Conscientious,ISFJ,,,2,2.0,2.0,2.0,,3.0,3.0,3.0,2.0,2.0,3.0,4.421052631578948,7.5,0
EMP100697,1.0,2025,Teguh Zulfikar Siregar,352728,2,3,4,1,4,3,3,3,5,61,21,99,DI,Dominant-Influencer,ESFP,134.0,32.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,7.5,0
EMP100698,3.0,2025,Hadi Permadi,368125,2,4,4,1,5,2,1,1,2,18,33,57,IS,Influencer-Steadiness,,125.0,23.0,1,3.0,3.0,4.0,3.0,3.0,2.0,4.0,,,4.0,5.555555555555555,7.5,0
EMP100699,3.0,2025,Kartika Rachman Suharto,844275,4,4,3,6,4,2,2,3,2,15,29,58,IC,Influencer-Conscientious,INFJ,123.0,32.0,6,4.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,,3.0,5.0,7.5,0
EMP100700,3.0,2025,Nugroho Ananda,993097,1,1,6,1,2,2,1,2,1,51,30,45,CD,Conscientious-Dominant,ENFP,94.0,15.0,6,3.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,4.4,7.5,0
EMP100701,2.0,2025,Rani Fadillah Kusuma,224104,1,3,2,2,1,2,3,3,5,86,33,59,SC,Steadiness-Conscientious,ENFP,132.0,23.0,3,2.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,6.117647058823529,7.5,0
EMP100702,2.0,2025,Kurnia Utami,693362,2,3,1,2,5,2,2,4,5,76,84,68,IC,Influencer-Conscientious,ESFJ,80.0,27.0,3,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,5.15,7.5,0
EMP100703,3.0,2025,Dian Simanjuntak,814302,1,1,5,3,3,1,3,1,4,30,24,67,DC,Dominant-Conscientious,ENFP,,22.0,8,,2.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,5.066666666666666,7.5,0
EMP100704,3.0,2025,Kartika Halim Wijaya,707120,2,2,3,3,2,2,3,1,2,44,61,95,CD,Conscientious-Dominant,ISFP,127.0,27.0,2,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.052631578947368,7.5,0
EMP100705,3.0,2025,Gita Halim,296748,3,2,2,5,5,3,2,3,2,31,53,91,DC,Dominant-Conscientious,ENFP,115.0,22.0,5,2.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,5.631578947368421,7.5,0
EMP100706,2.0,2025,Eko Jatmiko Mahendra,657209,4,2,6,1,1,1,2,1,3,76,98,92,DS,Dominant-Steadiness,ISTP,107.0,28.0,7,3.0,2.0,1.0,2.0,2.0,1.0,,2.0,,3.0,4.5,7.5,0
EMP100707,2.0,2025,Adit Fauziah,967234,4,1,6,6,1,1,3,2,2,86,64,86,,Conscientious-Dominant,INTP,105.0,27.0,7,2.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,,2.0,5.8,7.5,0
EMP100708,3.0,2025,Dian Hidayat,736986,4,4,4,5,3,3,3,1,5,85,95,67,CS,Conscientious-Steadiness,ENTJ,92.0,22.0,6,,2.0,4.0,3.0,3.0,,3.0,4.0,3.0,4.0,4.777777777777778,7.5,0
EMP100709,1.0,2025,Citra Pramudita Ginting,665076,2,4,3,1,3,1,2,1,5,33,72,20,SC,Steadiness-Conscientious,ISFJ,121.0,33.0,1,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,4.0588235294117645,7.5,0
EMP100710,,2025,Adi Wijaya,624872,1,3,5,1,5,3,1,4,1,43,89,97,DI,Dominant-Influencer,ESTP,80.0,22.0,3,2.0,2.0,,2.0,3.0,2.0,2.0,2.0,3.0,,5.470588235294118,7.5,0
EMP100711,4.0,2025,Wulan Lestari,717974,2,3,6,1,4,3,1,1,6,13,91,73,SC,Steadiness-Conscientious,ENTJ,133.0,32.0,1,4.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,4.631578947368421,7.5,0
EMP100712,3.0,2025,Dinda Tamba,982174,3,1,2,4,2,1,2,4,6,84,75,38,SI,Steadiness-Influencer,ESFP,,,8,3.0,,2.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,4.777777777777778,7.5,0
EMP100713,5.0,2025,Iman Indrawan,346078,1,4,5,2,4,1,1,2,6,51,70,67,SC,Steadiness-Conscientious,ISTP,88.0,23.0,5,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.764705882352941,7.5,1
EMP100714,3.0,2025,Anisa Fadillah Mahendra,498187,1,2,6,2,5,2,2,1,5,35,76,72,ID,Influencer-Dominant,ISTJ,119.0,23.0,3,,2.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,5.7894736842105265,7.5,0
EMP100715,3.0,2025,Novi Yudhistira Herlambang,410178,2,3,4,3,5,2,1,3,4,37,32,30,CI,Conscientious-Influencer,INFP,84.0,26.0,10,3.0,3.0,,3.0,3.0,3.0,3.0,4.0,3.0,4.0,5.421052631578948,7.5,0
EMP100716,3.0,2025,Rizka Iqbal Firmansyah,947891,3,1,2,4,4,1,3,1,2,30,56,50,CI,Conscientious-Influencer,ENTP,,,8,,3.0,3.0,,,3.0,3.0,2.0,,,4.555555555555555,7.5,0
EMP100717,4.0,2025,Nabila Utama Ananda,144294,4,4,1,6,5,3,2,3,3,28,92,33,CI,Conscientious-Influencer,INTJ,86.0,41.0,8,4.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.9411764705882355,7.5,0
EMP100718,,2025,Ayunda Mahardika Utami,466766,3,1,6,5,3,2,1,4,3,72,39,95,CD,Conscientious-Dominant,ESTJ,104.0,34.0,1,5.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,5.0,5.0,4.9,7.5,0
EMP100719,3.0,2025,Dimas Gunawan,579299,4,3,5,4,5,1,3,4,5,10,71,29,CS,Conscientious-Steadiness,INTP,,,3,3.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,5.777777777777778,7.5,0
EMP100720,4.0,2025,Bayu Lukman,688968,2,1,4,5,1,2,3,1,2,44,32,63,SD,Steadiness-Dominant,ISFJ,107.0,28.0,5,5.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,5.0,4.0588235294117645,7.5,0
EMP100721,3.0,2025,Nadia Rachman Maulana,369106,1,4,1,4,1,1,3,1,2,54,85,21,CS,Conscientious-Steadiness,enfp,,,7,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.684210526315789,7.5,0
EMP100722,4.0,2025,Nadia Zulfikar,906870,3,1,6,5,3,3,1,1,4,68,42,99,CD,Conscientious-Dominant,,126.0,29.0,10,4.0,4.0,4.0,,4.0,5.0,4.0,,,4.0,3.6875,7.5,0
EMP100723,5.0,2025,Ayu Aji Permadi,601705,4,2,5,1,1,3,2,1,2,35,62,32,SD,Steadiness-Dominant,ISTP,89.0,34.0,1,4.0,5.0,5.0,5.0,,4.0,5.0,5.0,5.0,5.0,4.7894736842105265,7.5,1
EMP100724,1.0,2025,Iman Fadillah Pratama,562248,3,1,6,6,4,3,1,4,1,26,90,62,SI,Steadiness-Influencer,ESTJ,117.0,26.0,7,,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.578947368421052,7.5,0
EMP100725,4.0,2025,Evi Baskara Suharto,891924,3,4,6,4,2,3,3,3,1,46,71,65,IS,Influencer-Steadiness,,,,3,5.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,7.5,0
EMP100726,4.0,2025,Fajar Pradana,756675,2,2,3,1,3,1,2,1,1,76,23,44,CD,Conscientious-Dominant,INTP,105.0,27.0,6,3.0,5.0,4.0,,4.0,5.0,0.0,4.0,3.0,4.0,5.0,7.5,0
EMP100727,5.0,2025,Sari Utama Hidayat,408415,2,4,3,1,2,3,2,4,6,41,54,38,IS,Influencer-Steadiness,ENFJ,110.0,19.0,6,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0588235294117645,7.5,1
EMP100728,3.0,2025,Rani Pradana,909546,4,1,4,1,3,1,2,4,1,75,89,28,IS,Influencer-Steadiness,ENTP,103.0,17.0,7,2.0,,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,4.352941176470588,7.5,0
EMP100729,3.0,2025,Ayunda Zulfikar,119515,2,2,3,2,3,1,2,3,2,102,31,97,DC,Dominant-Conscientious,ESTJ,,29.0,5,4.0,3.0,,3.0,3.0,3.0,2.0,3.0,4.0,2.0,5.65,7.5,0
EMP100730,4.0,2025,Iman Yudhistira Gunawan,364991,4,3,6,6,1,1,3,1,2,54,78,64,SI,Steadiness-Influencer,INFP,94.0,24.0,1,3.0,4.0,5.0,5.0,3.0,4.0,4.0,,4.0,4.0,6.0,7.5,0
EMP100731,3.0,2025,Adi Maulana,507025,1,3,5,1,2,1,1,3,5,7,58,80,CD,Conscientious-Dominant,ESTP,102.0,20.0,5,6.0,,6.0,3.0,3.0,3.0,,3.0,4.0,,4.944444444444445,7.5,0
EMP100732,4.0,2025,Ayunda Setiawan,468868,3,2,5,6,1,2,2,1,6,68,48,84,CD,Conscientious-Dominant,ENTJ,121.0,24.0,9,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.666666666666667,7.5,0
EMP100733,4.0,2025,Utami Purnama,310018,4,4,6,3,2,1,1,3,5,46,83,23,SD,Steadiness-Dominant,ESTP,116.0,26.0,2,3.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,5.368421052631579,7.5,0
EMP100734,1.0,2025,Dimas Utami,618258,4,3,3,3,3,2,2,1,5,14,93,52,SC,Steadiness-Conscientious,ENFJ,94.0,18.0,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.352941176470588,7.5,0
EMP100735,1.0,2025,Oka Suharto,542553,4,1,5,2,3,1,2,4,5,87,49,80,CS,Conscientious-Steadiness,ESTP,136.0,21.0,7,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.2,7.5,0
EMP100736,2.0,2025,Oktavia Situmorang,895851,3,2,6,6,4,2,2,2,2,17,56,30,ID,Influencer-Dominant,ISFP,120.0,26.0,7,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,5.526315789473684,7.5,0
EMP100737,4.0,2025,Dwi Mahardika Lukman,994469,4,4,2,4,2,3,1,1,2,18,84,47,CD,Conscientious-Dominant,ESFP,,,8,99.0,4.0,,5.0,4.0,4.0,3.0,4.0,3.0,,4.8,7.5,0
EMP100738,2.0,2025,Ahmad Halim,431087,3,4,6,3,1,1,1,4,4,48,73,85,SI,Steadiness-Influencer,INFP,140.0,29.0,10,6.0,2.0,1.0,3.0,2.0,,1.0,2.0,3.0,3.0,4.470588235294118,7.5,0
