employee_id,fullname,rating,iq,gtq,growth_drive_and_resilience,curiosity_and_experimentation,insight_and_decision_sharpness,quality_delivery_discipline,synergy_and_team_orientation
EMP101478,Ayunda Wibowo,1.0,88.0,24.0,1.0,2.0,1.0,1.0,1.0
EMP101479,Oka Wibowo,,84.0,32.0,5.0,5.0,5.0,5.0,5.0
EMP101480,Rizki Yudhistira Hartanto,4.0,105.0,22.0,5.0,4.0,4.0,4.0,4.0
EMP101481,Bella Situmorang,3.0,105.0,35.0,3.0,3.0,2.0,2.0,4.0
EMP101482,Dimas Suharto,3.0,116.0,20.0,3.0,2.0,2.0,3.0,3.0
EMP101483,Ayunda Iqbal Fauziah,4.0,133.0,27.0,5.0,4.0,4.0,3.0,3.0
EMP101484,Oka Qolbi Mahendra,5.0,,,4.0,5.0,5.0,5.0,5.0
EMP101485,Maya Salsabila,1.0,85.0,20.0,1.0,1.0,1.0,1.0,2.0
EMP101486,Yoga Utama Utami,1.0,103.0,28.0,1.0,1.0,2.0,1.0,2.0
EMP101487,Rizka Siregar,4.0,85.0,26.0,5.0,3.0,4.0,3.0,5.0
EMP101488,Yuni Tri Maulida,2.0,,,1.0,2.0,2.0,2.0,3.0
EMP101489,Anisa Adi Anggara,4.0,,,4.0,4.0,,3.0,99.0
EMP101490,Rizki Nabila Utami,2.0,,,2.0,1.0,2.0,3.0,
EMP101491,Umar Yudhistira Maulida,,110.0,27.0,2.0,1.0,1.0,1.0,1.0
EMP101492,Bella Salsabila,3.0,,29.0,3.0,2.0,3.0,,2.0
EMP101493,Rani Utama Nugroho,4.0,90.0,26.0,4.0,4.0,5.0,99.0,4.0
EMP101494,Rafa Halim Maulida,,88.0,34.0,3.0,,3.0,3.0,
EMP101495,Gita Yudhistira Maulida,5.0,98.0,22.0,4.0,0.0,4.0,5.0,
EMP101496,Tania Zulfikar Kurniawan,3.0,85.0,21.0,3.0,3.0,3.0,2.0,4.0
EMP101497,Bayu Santoso,3.0,117.0,25.0,3.0,3.0,3.0,2.0,3.0
EMP101498,Luthfi Santoso,3.0,,,3.0,3.0,2.0,2.0,2.0
EMP101499,Hadi Sinaga,2.0,,,1.0,2.0,2.0,2.0,2.0
EMP101500,Joko Ganesha Pratomo,2.0,138.0,17.0,2.0,3.0,1.0,2.0,3.0
EMP101501,Dinda Utama Salsabila,3.0,139.0,20.0,4.0,3.0,3.0,3.0,3.0
EMP101502,Ayunda Gunawan,3.0,138.0,18.0,2.0,2.0,4.0,2.0,4.0
EMP101503,Citra Indrawan,2.0,138.0,36.0,1.0,3.0,3.0,2.0,
EMP101504,Putri Lukman,3.0,96.0,30.0,4.0,,3.0,3.0,4.0
EMP101505,Vania Jatmiko Kusuma,4.0,,,4.0,4.0,4.0,,4.0
EMP101506,Putri Dharma Rahmawati,1.0,100.0,27.0,1.0,1.0,1.0,1.0,1.0
EMP101507,Hadi Herlambang,4.0,,,4.0,4.0,3.0,4.0,4.0
EMP101508,Iman Zulfikar,5.0,132.0,23.0,5.0,5.0,5.0,5.0,5.0
EMP101509,Satya Tri Kusuma,,134.0,26.0,3.0,2.0,2.0,2.0,2.0
EMP101510,Fitri Rachman Gunawan,,128.0,17.0,4.0,3.0,,5.0,4.0
EMP101511,Indra Rachman Siregar,2.0,,,1.0,2.0,,3.0,2.0
EMP101512,Vania Permadi,4.0,136.0,27.0,4.0,3.0,4.0,4.0,4.0
EMP101513,Ayu Gunawan,3.0,,,4.0,4.0,4.0,4.0,2.0
EMP101514,Julia Pramudita Situmorang,3.0,94.0,27.0,3.0,,3.0,3.0,3.0
EMP101515,Intan Indrawan,2.0,122.0,37.0,2.0,2.0,2.0,1.0,
EMP101516,Galih Pradana,2.0,85.0,30.0,2.0,3.0,2.0,,3.0
EMP101517,Galih Saputra Nugroho,3.0,,,3.0,3.0,3.0,4.0,2.0
EMP101518,Ayunda Mahendra,1.0,125.0,34.0,1.0,,1.0,1.0,1.0
EMP101519,Rendra Baskara Pamungkas,3.0,120.0,29.0,3.0,3.0,3.0,3.0,3.0
EMP101520,Dimas Tamba,4.0,100.0,24.0,4.0,5.0,5.0,5.0,3.0
EMP101521,Utami Utami,3.0,104.0,36.0,3.0,3.0,2.0,3.0,3.0
EMP101522,Lestari Permadi,3.0,139.0,19.0,2.0,2.0,4.0,4.0,3.0
EMP101523,Maya Halim,3.0,123.0,26.0,3.0,2.0,3.0,2.0,
EMP101524,Putri Jatmiko Salsabila,,,,4.0,3.0,3.0,4.0,5.0
EMP101525,Rani Aji Indrawan,5.0,99.0,39.0,5.0,,4.0,5.0,4.0
EMP101526,Ayu Maulida,3.0,,,3.0,3.0,3.0,2.0,
EMP101527,Eko Nugroho,3.0,99.0,24.0,2.0,4.0,2.0,3.0,4.0
EMP101528,Wahyu Nabila Anggara,4.0,129.0,24.0,2.0,3.0,2.0,3.0,2.0
EMP101529,Dian Qolbi Santoso,1.0,84.0,29.0,1.0,1.0,2.0,1.0,2.0
EMP101530,Bella Ananda,3.0,86.0,22.0,2.0,3.0,2.0,3.0,4.0
EMP101531,Cahyo Firmansyah,3.0,93.0,29.0,2.0,4.0,2.0,2.0,2.0
EMP101532,Nurlita Lestari,1.0,134.0,23.0,,1.0,1.0,1.0,1.0
EMP101533,Fajar Hasibuan,4.0,135.0,23.0,4.0,4.0,4.0,4.0,
EMP101534,Nadia Kusuma Zulfikar,4.0,114.0,21.0,4.0,3.0,,4.0,3.0
EMP101535,Dimas Halim,4.0,130.0,32.0,4.0,4.0,3.0,4.0,4.0
EMP101536,Indra Syahputra,5.0,100.0,23.0,5.0,5.0,,4.0,5.0
EMP101537,Kartika Candra Firmansyah,4.0,,,4.0,4.0,5.0,4.0,4.0
EMP101538,Satya Sinaga,4.0,99.0,28.0,5.0,3.0,4.0,4.0,4.0
EMP101539,Intan Wijaya Ridwan,2.0,85.0,16.0,3.0,2.0,2.0,2.0,1.0
EMP101540,Oktavia Herlambang,3.0,85.0,19.0,3.0,,,,2.0
EMP101541,Ayunda Adi Kurniawan,2.0,89.0,24.0,2.0,2.0,3.0,1.0,2.0
EMP101542,Rama Firmansyah,4.0,114.0,30.0,5.0,4.0,5.0,3.0,4.0
EMP101543,Iman Rahmawati,3.0,82.0,17.0,,3.0,4.0,3.0,3.0
EMP101544,Dewi Wibowo,3.0,123.0,37.0,2.0,3.0,3.0,3.0,
EMP101545,Fajar Santoso,3.0,130.0,25.0,2.0,3.0,2.0,3.0,4.0
EMP101546,Zahra Candra Salsabila,3.0,88.0,21.0,2.0,3.0,3.0,,3.0
EMP101547,Iman Maulana,5.0,136.0,29.0,5.0,5.0,5.0,5.0,5.0
EMP101548,Fitri Saputra Tamba,,103.0,41.0,3.0,5.0,3.0,3.0,4.0
EMP101549,Cahyo Zulfikar Utami,3.0,88.0,31.0,3.0,3.0,3.0,3.0,3.0
EMP101550,Ayunda Firmansyah,5.0,,31.0,5.0,5.0,5.0,5.0,5.0
EMP101551,Hana Saputra Pamungkas,5.0,86.0,34.0,5.0,5.0,5.0,5.0,5.0
EMP101552,Evi Dharma Pamungkas,4.0,129.0,30.0,3.0,4.0,3.0,3.0,
EMP101553,Oktavia Rohman,2.0,,,1.0,1.0,2.0,2.0,2.0
EMP101554,Adit Jatmiko Setiawan,3.0,97.0,28.0,2.0,4.0,3.0,3.0,3.0
EMP101555,Bayu Nabila Lestari,3.0,116.0,37.0,3.0,3.0,2.0,2.0,3.0
EMP101556,Satya Pramudita Rahmawati,2.0,100.0,33.0,2.0,3.0,2.0,3.0,
EMP101557,Rendra Zulfikar Wijaya,1.0,93.0,33.0,2.0,2.0,1.0,1.0,2.0
EMP101558,Novi Halim Ramadhan,,113.0,29.0,2.0,2.0,3.0,3.0,1.0
EMP101559,Hana Lestari Wijaya,5.0,86.0,33.0,4.0,4.0,4.0,4.0,5.0
EMP101560,Gita Maulida,3.0,86.0,22.0,3.0,,2.0,2.0,3.0
EMP101561,Mahendra Qolbi Pamungkas,,138.0,34.0,3.0,3.0,3.0,3.0,3.0
EMP101562,Cahyo Lukman,2.0,137.0,27.0,2.0,,2.0,2.0,1.0
EMP101563,Nugroho Yudhistira Nugroho,,,,1.0,1.0,3.0,3.0,2.0
EMP101564,Prasetyo Pramudita Purnama,3.0,,29.0,3.0,3.0,3.0,3.0,3.0
EMP101565,Oka Subekti,3.0,,,2.0,3.0,4.0,4.0,2.0
EMP101566,Iman Purnama,4.0,139.0,21.0,3.0,4.0,5.0,4.0,3.0
EMP101567,Putri Santoso,2.0,136.0,25.0,2.0,2.0,,2.0,2.0
EMP101568,Anisa Setiawan,4.0,108.0,35.0,3.0,3.0,,4.0,
EMP101569,Cahyo Pramudita Nugroho,3.0,117.0,27.0,3.0,2.0,3.0,3.0,2.0
EMP101570,Putri Zulfikar Lukman,5.0,98.0,30.0,4.0,5.0,5.0,5.0,5.0
EMP101571,Nurlita Pratomo,,112.0,36.0,4.0,,4.0,4.0,3.0
EMP101572,Kartika Mahardika Sinaga,2.0,94.0,27.0,2.0,2.0,3.0,3.0,2.0
EMP101573,Citra Aji Sinaga,5.0,138.0,17.0,,5.0,,5.0,4.0
EMP101574,Nurlita Zulfikar Zulfikar,4.0,138.0,37.0,4.0,6.0,4.0,5.0,4.0
EMP101575,Tania Halim Halim,2.0,,,,2.0,2.0,3.0,3.0
EMP101576,Putri Rachman Ginting,4.0,139.0,28.0,4.0,4.0,5.0,5.0,4.0
EMP101577,Rifqi Ganesha Kusuma,4.0,,,4.0,4.0,3.0,5.0,5.0
EMP101578,Adit Rahmawati,5.0,139.0,35.0,4.0,5.0,5.0,5.0,5.0
EMP101579,Evi Lukman,,,,4.0,4.0,4.0,,4.0
EMP101580,Wulan Iqbal Firmansyah,2.0,,,2.0,2.0,2.0,2.0,2.0
EMP101581,Fitri Handayani,3.0,84.0,29.0,3.0,3.0,3.0,2.0,3.0
EMP101582,Kartika Nabila Wibowo,,116.0,23.0,4.0,,4.0,4.0,3.0
EMP101583,Rani Salsabila,4.0,125.0,39.0,,4.0,3.0,4.0,5.0
EMP101584,Dimas Saputra,,81.0,29.0,5.0,5.0,5.0,5.0,5.0
EMP101585,Yoga Hasibuan,2.0,98.0,22.0,,1.0,1.0,3.0,2.0
EMP101586,Kurnia Yulianto,4.0,128.0,20.0,4.0,4.0,4.0,,4.0
EMP101587,Rizki Dharma Lukman,5.0,138.0,25.0,5.0,5.0,4.0,4.0,4.0
EMP101588,Joko Jatmiko Handayani,3.0,128.0,26.0,3.0,2.0,3.0,3.0,3.0
EMP101589,Joko Adi Utami,4.0,121.0,29.0,4.0,4.0,3.0,4.0,4.0
EMP101590,Citra Nugroho,5.0,105.0,38.0,5.0,5.0,5.0,,
EMP101591,Andi Situmorang,5.0,117.0,32.0,5.0,5.0,5.0,5.0,4.0
EMP101592,Luthfi Syahputra,,,,2.0,2.0,4.0,2.0,3.0
EMP101593,Citra Subekti,2.0,,26.0,2.0,2.0,2.0,2.0,2.0
EMP101594,Nugroho Rachman Pratomo,4.0,,,5.0,4.0,4.0,5.0,3.0
EMP101595,Yoga Erlangga Pratomo,4.0,89.0,27.0,4.0,,3.0,,4.0
EMP101596,Dimas Dharma Subekti,4.0,112.0,24.0,4.0,3.0,4.0,3.0,4.0
EMP101597,Wahyu Hartanto,3.0,137.0,38.0,3.0,2.0,3.0,3.0,4.0
EMP101598,Citra Halim,,,,4.0,4.0,4.0,3.0,
EMP101599,Fitri Aji Permadi,5.0,120.0,24.0,5.0,5.0,5.0,5.0,0.0
EMP101600,Ari Qolbi Simanjuntak,4.0,106.0,20.0,5.0,4.0,3.0,4.0,3.0
EMP101601,Ayunda Pratama,4.0,86.0,33.0,4.0,4.0,4.0,4.0,3.0
EMP101602,Zaki Erlangga Hartanto,,83.0,38.0,2.0,2.0,2.0,1.0,2.0
EMP101603,Andi Jatmiko Hidayat,5.0,88.0,22.0,5.0,4.0,5.0,5.0,5.0
EMP101604,Anisa Anugrah Santoso,4.0,117.0,37.0,3.0,3.0,4.0,4.0,4.0
EMP101605,Ahmad Nabila Wijaya,5.0,117.0,28.0,4.0,3.0,2.0,3.0,2.0
EMP101606,Nugroho Siregar,2.0,127.0,22.0,2.0,1.0,3.0,2.0,2.0
EMP101607,Rama Indrawan,3.0,122.0,25.0,3.0,3.0,2.0,3.0,2.0
EMP101608,Budi Iqbal Pamungkas,3.0,117.0,37.0,2.0,3.0,3.0,2.0,3.0
EMP101609,Zahra Erlangga Siregar,4.0,85.0,19.0,3.0,2.0,2.0,1.0,2.0
EMP101610,Kartika Hasibuan,3.0,94.0,28.0,,3.0,4.0,3.0,3.0
EMP101611,Arif Setiawan,,122.0,25.0,4.0,5.0,5.0,5.0,4.0
EMP101612,Tania Situmorang,2.0,126.0,27.0,1.0,,3.0,,1.0
EMP101613,Mahendra Saputra,5.0,116.0,26.0,2.0,4.0,4.0,3.0,2.0
EMP101614,Rendra Rohman,3.0,,,3.0,2.0,2.0,2.0,4.0
EMP101615,Gita Pamungkas,3.0,,39.0,3.0,4.0,3.0,3.0,3.0
EMP101616,Zaki Lestari,2.0,101.0,25.0,2.0,2.0,2.0,2.0,2.0
EMP101617,Satya Dharma Sinaga,3.0,,,2.0,4.0,3.0,3.0,2.0
EMP101618,Julia Wijaya Santoso,4.0,131.0,27.0,4.0,3.0,4.0,5.0,5.0
EMP101619,Fitri Jatmiko Siregar,4.0,84.0,34.0,4.0,4.0,5.0,4.0,
EMP101620,Galih Salsabila,4.0,106.0,30.0,4.0,5.0,5.0,4.0,3.0
EMP101621,Citra Lukman,4.0,92.0,24.0,4.0,3.0,3.0,4.0,3.0
EMP101622,Joko Lestari Nugroho,3.0,83.0,29.0,3.0,,3.0,3.0,2.0
EMP101623,Mahendra Baskara Handayani,3.0,99.0,26.0,3.0,3.0,3.0,3.0,3.0
EMP101624,Yoga Fauziah,4.0,124.0,31.0,5.0,4.0,3.0,4.0,4.0
EMP101625,Rama Siregar,3.0,139.0,35.0,3.0,4.0,3.0,3.0,3.0
EMP101626,Ahmad Purnama,2.0,118.0,27.0,2.0,2.0,1.0,2.0,3.0
EMP101627,Zahra Ramadhan,4.0,,27.0,3.0,4.0,3.0,4.0,4.0
EMP101628,Arif Lestari Hartanto,4.0,82.0,28.0,4.0,4.0,5.0,4.0,4.0
EMP101629,Wulan Indrawan,2.0,85.0,23.0,,2.0,3.0,3.0,2.0
EMP101630,Rendra Firmansyah,4.0,86.0,22.0,3.0,4.0,4.0,3.0,4.0
EMP101631,Ari Halim Suharto,,123.0,27.0,2.0,4.0,4.0,3.0,2.0
EMP101632,Putri Ginting,5.0,113.0,22.0,,5.0,4.0,5.0,5.0
EMP101633,Intan Saputra Rohman,4.0,95.0,33.0,4.0,4.0,4.0,5.0,4.0
EMP101634,Maya Hartanto,3.0,,,3.0,4.0,4.0,4.0,
EMP101635,Rama Erlangga Ginting,3.0,80.0,25.0,3.0,2.0,2.0,3.0,3.0
EMP101636,Rizka Aji Putra,1.0,81.0,19.0,2.0,1.0,1.0,,1.0
EMP101637,Joko Maulana,3.0,,,,3.0,3.0,3.0,3.0
EMP101638,Prasetyo Rachman Halim,1.0,82.0,21.0,1.0,1.0,1.0,1.0,1.0
EMP101639,Rani Dharma Sinaga,,119.0,21.0,3.0,3.0,3.0,0.0,3.0
EMP101640,Rendra Zulfikar,3.0,126.0,29.0,,2.0,3.0,,3.0
EMP101641,Wahyu Herlambang,3.0,,,3.0,3.0,2.0,4.0,3.0
EMP101642,Rani Iqbal Tamba,4.0,86.0,32.0,5.0,4.0,,4.0,3.0
EMP101643,Nurlita Santoso,4.0,,,4.0,5.0,5.0,5.0,4.0
EMP101644,Hadi Purnama,3.0,107.0,25.0,3.0,3.0,3.0,2.0,4.0
EMP101645,Bella Tri Wibowo,4.0,90.0,13.0,5.0,4.0,4.0,3.0,4.0
EMP101646,Rizki Utama Permadi,2.0,91.0,24.0,3.0,3.0,1.0,3.0,3.0
EMP101647,Nugroho Erlangga Wijaya,3.0,120.0,26.0,,3.0,,3.0,
EMP101648,Wulan Nabila Pratama,4.0,117.0,14.0,4.0,5.0,3.0,4.0,4.0
EMP101649,Eko Ginting,1.0,,,1.0,1.0,1.0,1.0,1.0
EMP101650,Adit Wibowo,4.0,,,4.0,4.0,,4.0,4.0
EMP101651,Hana Siregar,4.0,,,3.0,4.0,5.0,,4.0
EMP101652,Ayu Fauziah,3.0,114.0,19.0,3.0,2.0,3.0,4.0,3.0
EMP101653,Kurnia Lestari Mahendra,2.0,,,,2.0,2.0,1.0,1.0
EMP101654,Bayu Pramudita Nugroho,,,40.0,3.0,3.0,4.0,3.0,3.0
EMP101655,Dimas Zulfikar,,,32.0,4.0,4.0,5.0,5.0,5.0
EMP101656,Vania Erlangga Ridwan,4.0,106.0,24.0,4.0,4.0,5.0,4.0,5.0
EMP101657,Teguh Syahputra,2.0,124.0,20.0,2.0,2.0,2.0,2.0,3.0
EMP101658,Yoga Halim Wijaya,1.0,,,1.0,1.0,1.0,1.0,1.0
EMP101659,Iman Putra,3.0,82.0,17.0,3.0,3.0,3.0,3.0,3.0
EMP101660,Rizka Yulianto,2.0,129.0,27.0,2.0,1.0,3.0,2.0,2.0
EMP101661,Adit Yulianto,4.0,80.0,26.0,,4.0,5.0,,4.0
EMP101662,Oktavia Rachman Wibowo,2.0,124.0,19.0,1.0,3.0,2.0,2.0,3.0
EMP101663,Ahmad Lukman,3.0,,,2.0,3.0,2.0,3.0,3.0
EMP101664,Oka Dharma Pamungkas,3.0,91.0,32.0,2.0,2.0,3.0,2.0,3.0
EMP101665,Satya Salsabila,4.0,96.0,23.0,4.0,4.0,4.0,4.0,4.0
EMP101666,Zahra Ganesha Hidayat,2.0,128.0,25.0,2.0,2.0,,2.0,1.0
EMP101667,Dinda Qolbi Siregar,2.0,,,2.0,1.0,2.0,2.0,3.0
EMP101668,Hana Situmorang,2.0,117.0,24.0,2.0,2.0,3.0,2.0,1.0
EMP101669,Dimas Rahmawati,3.0,130.0,24.0,3.0,4.0,3.0,2.0,3.0
EMP101670,Mahendra Erlangga Lukman,3.0,92.0,19.0,2.0,,4.0,3.0,4.0
EMP101671,Fitri Ramadhan,2.0,126.0,17.0,2.0,2.0,2.0,2.0,2.0
EMP101672,Iman Hasibuan,3.0,90.0,37.0,3.0,2.0,3.0,2.0,3.0
EMP101673,Bayu Salsabila,1.0,118.0,21.0,1.0,2.0,2.0,,1.0
EMP101674,Ahmad Lestari,3.0,,,3.0,3.0,3.0,3.0,4.0
EMP101675,Mahendra Indrawan,5.0,,27.0,5.0,5.0,5.0,5.0,4.0
EMP101676,Andi Pamungkas,4.0,125.0,23.0,3.0,4.0,4.0,4.0,5.0
EMP101677,Sari Baskara Lestari,3.0,,,2.0,3.0,4.0,2.0,2.0
EMP101678,Arif Indrawan,3.0,125.0,30.0,2.0,4.0,3.0,,3.0
EMP101679,Dinda Rohman,3.0,,,3.0,2.0,3.0,2.0,4.0
EMP101680,Zaki Santoso,3.0,,,3.0,4.0,3.0,4.0,4.0
EMP101681,Oktavia Fadillah Firmansyah,4.0,115.0,24.0,4.0,4.0,99.0,3.0,4.0
EMP101682,Ayu Adi Putra,3.0,98.0,29.0,,4.0,4.0,3.0,3.0
EMP101683,Ahmad Firmansyah,4.0,82.0,22.0,4.0,4.0,3.0,99.0,3.0
EMP101684,Bella Utama Ramadhan,5.0,90.0,27.0,5.0,4.0,5.0,,5.0
EMP101685,Zahra Saputra,3.0,,,2.0,3.0,3.0,4.0,3.0
EMP101686,Prasetyo Suharto,5.0,132.0,38.0,5.0,5.0,5.0,5.0,5.0
EMP101687,Rizka Wijaya Gunawan,3.0,,,,2.0,4.0,2.0,
EMP101688,Intan Santoso,1.0,121.0,19.0,2.0,1.0,2.0,1.0,1.0
EMP101689,Rendra Yudhistira Suharto,3.0,93.0,27.0,3.0,2.0,4.0,3.0,3.0
EMP101690,Utami Gunawan,3.0,95.0,24.0,2.0,4.0,3.0,3.0,4.0
EMP101691,Nabila Siregar,3.0,,,1.0,1.0,1.0,1.0,1.0
EMP101692,Cahyo Aji Sinaga,3.0,92.0,32.0,3.0,4.0,,3.0,3.0
EMP101693,Hadi Kurniawan,4.0,140.0,33.0,3.0,4.0,4.0,5.0,5.0
EMP101694,Intan Kusuma Wijaya,3.0,104.0,25.0,4.0,3.0,4.0,3.0,2.0
EMP101695,Rama Nabila Ridwan,1.0,95.0,25.0,1.0,1.0,1.0,1.0,
EMP101696,Budi Lestari,3.0,110.0,22.0,1.0,,1.0,1.0,1.0
EMP101697,Nadia Pamungkas,2.0,97.0,38.0,3.0,1.0,2.0,3.0,2.0
EMP101698,Adit Yudhistira Pratama,1.0,,28.0,1.0,,2.0,1.0,2.0
EMP101699,Zaki Baskara Rahmawati,4.0,80.0,27.0,4.0,4.0,4.0,4.0,4.0
EMP101700,Nabila Indrawan,5.0,,41.0,5.0,5.0,5.0,5.0,5.0
EMP101701,Mahendra Saputra Herlambang,,125.0,27.0,2.0,2.0,2.0,1.0,3.0
EMP101702,Fitri Mahardika Gunawan,3.0,108.0,34.0,,3.0,3.0,3.0,3.0
EMP101703,Ayunda Hasibuan,3.0,112.0,22.0,3.0,3.0,3.0,3.0,3.0
EMP101704,Novi Ramadhan,,103.0,27.0,3.0,4.0,3.0,3.0,3.0
EMP101705,Lestari Purnama,3.0,83.0,13.0,3.0,3.0,2.0,,3.0
EMP101706,Lestari Utama Santoso,4.0,,,5.0,5.0,4.0,4.0,4.0
EMP101707,Hana Maulida,2.0,136.0,32.0,2.0,2.0,3.0,1.0,1.0
EMP101708,Rani Anugrah Maulana,4.0,106.0,32.0,3.0,,3.0,4.0,4.0
EMP101709,Dinda Ginting,2.0,140.0,33.0,1.0,2.0,2.0,3.0,
EMP101710,Arif Anggara,4.0,99.0,25.0,5.0,3.0,4.0,,3.0
EMP101711,Lestari Saputra Gunawan,,104.0,30.0,1.0,1.0,1.0,1.0,1.0
EMP101712,Luthfi Nugroho,5.0,138.0,25.0,5.0,5.0,5.0,5.0,5.0
EMP101713,Nabila Yudhistira Kusuma,4.0,94.0,30.0,4.0,5.0,5.0,4.0,4.0
EMP101714,Bella Setiawan,4.0,120.0,23.0,4.0,4.0,4.0,4.0,3.0
EMP101715,Ayunda Rahmawati,4.0,,,5.0,4.0,4.0,4.0,4.0
EMP101716,Kartika Handayani,4.0,137.0,17.0,4.0,5.0,3.0,4.0,4.0
EMP101717,Fitri Zulfikar,2.0,139.0,32.0,2.0,,1.0,2.0,3.0
EMP101718,Intan Kurniawan,5.0,91.0,25.0,4.0,5.0,5.0,5.0,5.0
EMP101719,Hadi Yudhistira Yulianto,3.0,,32.0,3.0,4.0,3.0,3.0,3.0
EMP101720,Teguh Dharma Wijaya,4.0,117.0,16.0,4.0,5.0,4.0,5.0,5.0
EMP101721,Julia Halim Suharto,3.0,113.0,20.0,3.0,3.0,3.0,3.0,4.0
EMP101722,Dian Indrawan,3.0,92.0,31.0,4.0,4.0,4.0,3.0,3.0
EMP101723,Satya Rohman,,138.0,27.0,4.0,,5.0,4.0,4.0
EMP101724,Dwi Tri Subekti,4.0,82.0,12.0,4.0,4.0,4.0,3.0,5.0
EMP101725,Bayu Ganesha Ananda,2.0,103.0,30.0,2.0,1.0,2.0,2.0,2.0
EMP101726,Dimas Anggara,4.0,120.0,30.0,5.0,4.0,4.0,4.0,5.0
EMP101727,Rendra Kusuma Subekti,4.0,,,5.0,4.0,4.0,5.0,4.0
EMP101728,Hana Ganesha Pradana,,,20.0,3.0,3.0,3.0,3.0,3.0
EMP101729,Oktavia Wijaya,1.0,116.0,19.0,1.0,1.0,1.0,2.0,1.0
EMP101730,Indra Salsabila,,115.0,27.0,3.0,3.0,4.0,4.0,3.0
EMP101731,Fajar Rohman,3.0,123.0,21.0,3.0,,,4.0,2.0
EMP101732,Oka Siregar,3.0,89.0,20.0,3.0,4.0,3.0,4.0,3.0
EMP101733,Galih Yudhistira Situmorang,1.0,,,1.0,1.0,1.0,1.0,2.0
EMP101734,Utami Adi Setiawan,1.0,101.0,25.0,1.0,1.0,1.0,1.0,2.0
EMP101735,Citra Fadillah Saputra,4.0,,,4.0,3.0,,,
EMP101736,Novi Lestari Pamungkas,1.0,,29.0,1.0,2.0,1.0,2.0,
EMP101737,Oktavia Halim Lestari,2.0,88.0,24.0,2.0,2.0,,2.0,2.0
EMP101738,Anisa Kusuma Hidayat,3.0,,39.0,3.0,3.0,2.0,2.0,3.0
EMP101739,Wulan Rahmawati,2.0,88.0,34.0,2.0,1.0,2.0,3.0,2.0
EMP101740,Hadi Setiawan,,128.0,28.0,4.0,4.0,5.0,3.0,4.0
EMP101741,Satya Indrawan,3.0,,24.0,3.0,3.0,4.0,3.0,4.0
EMP101742,Arif Ridwan,4.0,132.0,10.0,5.0,4.0,3.0,,4.0
EMP101743,Iman Setiawan,2.0,93.0,27.0,2.0,3.0,3.0,2.0,2.0
EMP101744,Putri Saputra Saputra,4.0,115.0,25.0,3.0,4.0,4.0,,4.0
EMP101745,Utami Pramudita Kurniawan,2.0,118.0,34.0,,2.0,2.0,2.0,2.0
EMP101746,Rani Tri Kusuma,2.0,118.0,27.0,2.0,3.0,1.0,1.0,2.0
EMP101747,Bayu Erlangga Permadi,3.0,,33.0,2.0,4.0,3.0,3.0,3.0
EMP101748,Wulan Rohman,4.0,133.0,34.0,5.0,4.0,4.0,4.0,5.0
EMP101749,Novi Adi Subekti,1.0,85.0,18.0,1.0,1.0,1.0,1.0,1.0
EMP101750,Oktavia Ridwan,3.0,,,3.0,,3.0,3.0,3.0
EMP101751,Ayu Salsabila,3.0,,24.0,4.0,4.0,3.0,3.0,3.0
EMP101752,Julia Dharma Situmorang,2.0,132.0,34.0,1.0,,1.0,3.0,
EMP101753,Adi Tamba,3.0,,,3.0,4.0,3.0,4.0,3.0
EMP101754,Luthfi Mahendra,4.0,114.0,31.0,5.0,3.0,4.0,5.0,3.0
EMP101755,Rafa Utami,2.0,110.0,26.0,2.0,2.0,1.0,3.0,0.0
EMP101756,Rendra Hasibuan,,132.0,17.0,2.0,2.0,2.0,1.0,2.0
EMP101757,Rifqi Mahendra,4.0,89.0,20.0,4.0,5.0,4.0,,4.0
EMP101758,Indra Kusuma,2.0,106.0,28.0,2.0,1.0,1.0,2.0,
EMP101759,Gita Mahardika Permadi,4.0,,23.0,5.0,4.0,3.0,,5.0
EMP101760,Budi Putra,2.0,95.0,25.0,3.0,,3.0,1.0,2.0
EMP101761,Yoga Hidayat,,111.0,28.0,,3.0,3.0,3.0,3.0
EMP101762,Fajar Saputra,4.0,129.0,28.0,5.0,5.0,,3.0,3.0
EMP101763,Dewi Tri Halim,4.0,92.0,25.0,5.0,4.0,5.0,4.0,4.0
EMP101764,Luthfi Jatmiko Firmansyah,5.0,133.0,34.0,5.0,4.0,5.0,5.0,5.0
EMP101765,Utami Erlangga Herlambang,,,,3.0,5.0,4.0,3.0,4.0
EMP101766,Kartika Aji Pradana,3.0,88.0,11.0,3.0,3.0,,3.0,2.0
EMP101767,Nadia Maulida,3.0,98.0,21.0,2.0,3.0,3.0,3.0,3.0
EMP101768,Satya Yudhistira Saputra,3.0,87.0,24.0,4.0,3.0,3.0,4.0,2.0
EMP101769,Ayunda Saputra Rohman,3.0,,,3.0,3.0,4.0,2.0,3.0
EMP101770,Zaki Qolbi Gunawan,2.0,,,2.0,3.0,2.0,2.0,1.0
EMP101771,Zahra Dharma Firmansyah,5.0,111.0,23.0,5.0,4.0,5.0,5.0,
EMP101772,Tania Rachman Lestari,2.0,,,1.0,2.0,2.0,1.0,2.0
EMP101773,Lestari Lestari Salsabila,3.0,,,4.0,,3.0,3.0,2.0
EMP101774,Arif Anugrah Putra,1.0,,,1.0,1.0,1.0,2.0,1.0
